"ShortName","ImageDate","LocationName","UTM_E","UTM_N","UTMZone","StatusID","StudyAreaAbbr","FileName"
"cat",6/12/2018 23:54:22,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK004687.JPG"
"cat",6/12/2018 23:54:23,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK004688.JPG"
"cat",6/12/2018 23:54:24,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK004689.JPG"
"cat",6/14/2018 6:05:59,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK005011.JPG"
"cat",6/14/2018 6:06:00,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK005012.JPG"
"cat",6/20/2018 23:45:44,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK001625.JPG"
"cat",6/20/2018 23:45:45,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK001626.JPG"
"cat",7/1/2018 8:35:35,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","DCat-070118.JPG"
"cat",7/2/2018 20:10:34,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","DCat-070218.JPG"
"cat",7/3/2018 3:17:58,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","DCat-070318.JPG"
"cat",7/6/2018 5:21:16,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","DCat-070618.JPG"
"cat",7/8/2018 5:23:08,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","DCat-070818.JPG"
"cat",7/9/2018 5:23:08,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","DCat-070918.JPG"
"cat",7/10/2018 4:33:21,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","DCat-071018.JPG"
"cat",7/12/2018 8:21:21,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","DCat-071218.JPG"
"cat",7/13/2018 7:38:11,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","DCat-071318.JPG"
"cat",7/15/2018 0:12:37,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","DCat-071518.JPG"
"cat",7/17/2018 7:55:43,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","DCat-071718.JPG"
"cat",6/25/2018 19:55:40,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK000820.JPG"
"cat",6/25/2018 19:55:40,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK000820A.JPG"
"cat",6/25/2018 19:55:40,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK000821.JPG"
"cat",6/26/2018 5:28:23,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK000829.JPG"
"cat",6/26/2018 5:28:24,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK000830.JPG"
"cat",6/26/2018 6:32:54,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK000835.JPG"
"cat",6/27/2018 19:50:23,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK001785.JPG"
"cat",6/28/2018 3:37:16,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK001789.JPG"
"cat",6/28/2018 5:08:37,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK001793.JPG"
"cat",6/30/2018 5:26:50,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK002935.JPG"
"cat",6/30/2018 5:26:51,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK002936.JPG"
"cat",6/30/2018 5:26:52,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK002937.JPG"
"cat",6/30/2018 18:28:20,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK003346.JPG"
"cat",6/30/2018 18:28:21,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK003348.JPG"
"cat",7/2/2018 20:10:34,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK004053.JPG"
"cat",7/2/2018 23:34:36,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK004062.JPG"
"cat",7/21/2018 22:14:27,"U-ED02",409325.29,3741248.86,"11 S",1,"ST","DCat-072118.JPG"
"cat",7/21/2018 22:14:27,"U-ED02",409325.29,3741248.86,"11 S",1,"ST","EK000038.JPG"
"cat",7/21/2018 22:14:28,"U-ED02",409325.29,3741248.86,"11 S",1,"ST","EK000039.JPG"
"cat",8/2/2018 23:23:59,"U-ED02",409325.29,3741248.86,"11 S",1,"ST","EK000113.JPG"
"cat",8/2/2018 23:23:59,"U-ED02",409325.29,3741248.86,"11 S",1,"ST","EK000114.JPG"
"cat",8/6/2018 9:58:20,"U-ED02",409325.29,3741248.86,"11 S",1,"ST","EK000141.JPG"
"cat",8/12/2018 3:07:21,"U-ED02",409325.29,3741248.86,"11 S",1,"ST","EK000190.JPG"
"cat",8/12/2018 3:07:22,"U-ED02",409325.29,3741248.86,"11 S",1,"ST","EK000191.JPG"
"cat",6/14/2018 6:06:01,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK005013.JPG"
"cat",6/14/2018 6:06:25,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK005014.JPG"
"cat",7/24/2018 4:30:41,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","DCat-072418.JPG"
"cat",7/25/2018 5:03:25,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","DCat-072518.JPG"
"cat",7/26/2018 5:23:51,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","DCat-072618.JPG"
"cat",7/29/2018 10:14:06,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","DCat-072918.JPG"
"cat",8/4/2018 21:06:43,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK001873.JPG"
"cat",8/4/2018 21:06:43,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK001873A.JPG"
"cat",8/5/2018 8:19:31,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK001879.JPG"
"cat",8/5/2018 8:19:31,"U-ED06",419944.87,3741773.44,"11 S",1,"OR","EK001879A.JPG"
"cat",7/15/2018 4:44:44,"U-SA01",417003.81,3741619.45,"11 S",1,"AN","07150565.JPG"
"cat",7/27/2018 6:01:43,"U-ED01",408578.93,3740950.10,"11 S",1,"ST","DB072718DCat.JPG"
"cat",7/27/2018 6:01:44,"U-ED01",408578.93,3740950.10,"11 S",1,"ST","07270324.JPG"
"cat",7/24/2018 4:28:48,"U-ED04",411935.56,3741156.32,"11 S",1,"AN","07240923.JPG"
"cat",7/24/2018 4:28:49,"U-ED04",411935.56,3741156.32,"11 S",1,"AN","07240924.JPG"
"cat",7/26/2018 22:15:11,"U-ED04",411935.56,3741156.32,"11 S",1,"AN","07260503.JPG"
"cat",7/30/2018 20:57:31,"U-ED04",411935.56,3741156.32,"11 S",1,"AN","07300452.JPG"
"cat",8/2/2018 4:56:42,"U-ED04",411935.56,3741156.32,"11 S",1,"AN","08020868.JPG"
"cat",8/2/2018 4:56:43,"U-ED04",411935.56,3741156.32,"11 S",1,"AN","08020869.JPG"
"cat",8/3/2018 4:52:04,"U-ED04",411935.56,3741156.32,"11 S",1,"AN","08030091.JPG"
"cat",8/4/2018 20:29:20,"U-ED04",411935.56,3741156.32,"11 S",1,"AN","08040448.JPG"
"coyote",5/31/2018 21:34:47,"U-ED01",408578.93,3740950.10,"11 S",1,"ST","05310187.JPG"
"coyote",5/31/2018 21:34:47,"U-ED01",408578.93,3740950.10,"11 S",1,"ST","05310188.JPG"
"coyote",5/31/2018 21:40:25,"U-ED01",408578.93,3740950.10,"11 S",1,"ST","05310193.JPG"
"coyote",5/31/2018 21:40:25,"U-ED01",408578.93,3740950.10,"11 S",1,"ST","05310194.JPG"
"coyote",5/31/2018 21:40:26,"U-ED01",408578.93,3740950.10,"11 S",1,"ST","05310195.JPG"
"coyote",5/31/2018 21:47:17,"U-ED01",408578.93,3740950.10,"11 S",1,"ST","05310214.JPG"
"coyote",5/31/2018 21:47:18,"U-ED01",408578.93,3740950.10,"11 S",1,"ST","05310215.JPG"
"coyote",5/31/2018 21:47:19,"U-ED01",408578.93,3740950.10,"11 S",1,"ST","05310216.JPG"
"coyote",6/14/2018 22:17:14,"U-CaT02",418447.69,3740914.18,"11 S",1,"AN","EK000001_Moment.jpg"
"coyote",6/15/2018 1:22:58,"U-CaT02",418447.69,3740914.18,"11 S",1,"AN","EK000002_Moment.jpg"
"coyote",6/17/2018 2:55:40,"U-CaT02",418447.69,3740914.18,"11 S",1,"AN","EK000004_Moment(2)_Moment(2).jpg"
"coyote",6/17/2018 2:55:40,"U-CaT02",418447.69,3740914.18,"11 S",1,"AN","EK000004_Moment.jpg"
"coyote",6/20/2018 4:21:18,"U-CaT02",418447.69,3740914.18,"11 S",1,"AN","EK000007_Moment(2).jpg"
"coyote",6/20/2018 4:21:18,"U-CaT02",418447.69,3740914.18,"11 S",1,"AN","EK000007_Moment.jpg"
"coyote",6/20/2018 4:23:36,"U-CaT02",418447.69,3740914.18,"11 S",1,"AN","EK000008_Moment.jpg"
"coyote",7/6/2018 4:19:44,"U-CaT02",418447.69,3740914.18,"11 S",1,"AN","EK000079.JPG"
"coyote",7/6/2018 23:04:43,"U-CaT02",418447.69,3740914.18,"11 S",1,"AN","EK000085.JPG"
"coyote",7/6/2018 23:04:44,"U-CaT02",418447.69,3740914.18,"11 S",1,"AN","EK000086.JPG"
"coyote",7/6/2018 23:04:45,"U-CaT02",418447.69,3740914.18,"11 S",1,"AN","EK000087.JPG"
"coyote",7/6/2018 23:04:52,"U-CaT02",418447.69,3740914.18,"11 S",1,"AN","EK000088.JPG"
"coyote",7/9/2018 22:13:00,"U-CaT02",418447.69,3740914.18,"11 S",1,"AN","EK000106.JPG"
"coyote",7/15/2018 21:28:55,"U-CaT02",418447.69,3740914.18,"11 S",1,"AN","EK000262.JPG"
"coyote",7/15/2018 21:28:55,"U-CaT02",418447.69,3740914.18,"11 S",1,"AN","EK000263.JPG"
"coyote",7/15/2018 21:28:56,"U-CaT02",418447.69,3740914.18,"11 S",1,"AN","EK000264.JPG"
"coyote",7/16/2018 22:39:16,"U-CaT02",418447.69,3740914.18,"11 S",1,"AN","EK000301.JPG"
"coyote",7/16/2018 22:39:17,"U-CaT02",418447.69,3740914.18,"11 S",1,"AN","EK000303.JPG"
"coyote",7/19/2018 22:10:02,"U-CaT02",418447.69,3740914.18,"11 S",1,"AN","EK000393.JPG"
"coyote",7/21/2018 5:20:50,"U-CaT02",418447.69,3740914.18,"11 S",1,"AN","EK000034.JPG"
"coyote",7/22/2018 1:33:00,"U-CaT02",418447.69,3740914.18,"11 S",1,"AN","EK000085.JPG"
"coyote",7/22/2018 1:33:01,"U-CaT02",418447.69,3740914.18,"11 S",1,"AN","EK000086.JPG"
"coyote",7/27/2018 0:12:26,"U-CaT02",418447.69,3740914.18,"11 S",1,"AN","EK000188.JPG"
"coyote",7/27/2018 0:12:26,"U-CaT02",418447.69,3740914.18,"11 S",1,"AN","EK000189.JPG"
"coyote",7/27/2018 2:39:51,"U-CaT02",418447.69,3740914.18,"11 S",1,"AN","EK000196.JPG"
"coyote",7/28/2018 22:59:57,"U-CaT02",418447.69,3740914.18,"11 S",1,"AN","EK000220.JPG"
"coyote",7/28/2018 22:59:57,"U-CaT02",418447.69,3740914.18,"11 S",1,"AN","EK000221.JPG"
"coyote",7/28/2018 23:04:32,"U-CaT02",418447.69,3740914.18,"11 S",1,"AN","EK000223.JPG"
"coyote",7/30/2018 4:06:55,"U-CaT02",418447.69,3740914.18,"11 S",1,"AN","EK000266.JPG"
"coyote",7/30/2018 4:06:56,"U-CaT02",418447.69,3740914.18,"11 S",1,"AN","EK000267.JPG"
"coyote",7/31/2018 21:14:33,"U-CaT02",418447.69,3740914.18,"11 S",1,"AN","EK000286.JPG"
"coyote",8/1/2018 23:26:43,"U-CaT02",418447.69,3740914.18,"11 S",1,"AN","EK000304.JPG"
"coyote",8/1/2018 23:26:44,"U-CaT02",418447.69,3740914.18,"11 S",1,"AN","EK000305.JPG"
"coyote",8/1/2018 23:29:23,"U-CaT02",418447.69,3740914.18,"11 S",1,"AN","EK000307.JPG"
"coyote",8/1/2018 23:29:24,"U-CaT02",418447.69,3740914.18,"11 S",1,"AN","EK000309.JPG"
"coyote",8/4/2018 23:04:57,"U-CaT02",418447.69,3740914.18,"11 S",1,"AN","EK000376.JPG"
"coyote",8/6/2018 2:54:07,"U-CaT02",418447.69,3740914.18,"11 S",1,"AN","EK000418.JPG"
"coyote",8/6/2018 2:54:08,"U-CaT02",418447.69,3740914.18,"11 S",1,"AN","EK000419.JPG"
"coyote",8/8/2018 3:18:34,"U-CaT02",418447.69,3740914.18,"11 S",1,"AN","EK000499.JPG"
"coyote",8/8/2018 3:18:35,"U-CaT02",418447.69,3740914.18,"11 S",1,"AN","EK000500.JPG"
"coyote",6/4/2018 23:55:42,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","06040196.JPG"
"coyote",6/4/2018 23:55:43,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","06040197.JPG"
"coyote",6/5/2018 3:03:44,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","06050241.JPG"
"coyote",6/5/2018 20:48:05,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","06050487.JPG"
"coyote",6/6/2018 0:41:52,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","06060499.JPG"
"coyote",6/6/2018 0:41:53,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","06060500.JPG"
"coyote",6/6/2018 0:41:54,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","06060501.JPG"
"coyote",6/6/2018 0:53:53,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","06060502.JPG"
"coyote",6/6/2018 0:53:54,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","06060503.JPG"
"coyote",6/6/2018 13:07:58,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","06060643.JPG"
"coyote",6/8/2018 1:05:01,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","06080241.JPG"
"coyote",6/8/2018 1:05:03,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","06080242.JPG"
"coyote",6/8/2018 1:05:04,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","06080243.JPG"
"coyote",6/8/2018 3:02:32,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","06080244.JPG"
"coyote",6/8/2018 3:02:33,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","06080245.JPG"
"coyote",6/8/2018 3:02:44,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","06080247.JPG"
"coyote",6/8/2018 3:02:58,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","06080250.JPG"
"coyote",6/8/2018 23:59:38,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","06080574.JPG"
"coyote",6/9/2018 5:52:10,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","06090580.JPG"
"coyote",6/10/2018 21:59:32,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","06100169.JPG"
"coyote",6/10/2018 21:59:33,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","06100170.JPG"
"coyote",6/10/2018 23:22:45,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","06100172.JPG"
"coyote",6/10/2018 23:22:46,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","06100173.JPG"
"coyote",6/10/2018 23:22:47,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","06100174.JPG"
"coyote",6/11/2018 1:06:35,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","06110175.JPG"
"coyote",6/11/2018 1:06:36,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","06110176.JPG"
"coyote",6/11/2018 1:06:47,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","06110178.JPG"
"coyote",6/13/2018 23:18:17,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","06130163.JPG"
"coyote",6/2/2018 22:13:55,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","06020880.JPG"
"coyote",6/2/2018 22:13:56,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","06020881.JPG"
"coyote",6/2/2018 22:14:24,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","06020886.JPG"
"coyote",6/2/2018 22:14:25,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","06020887.JPG"
"coyote",6/2/2018 22:14:26,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","06020888.JPG"
"coyote",6/2/2018 22:18:09,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","06020892.JPG"
"coyote",6/2/2018 22:18:10,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","06020893.JPG"
"coyote",6/2/2018 22:18:11,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","06020894.JPG"
"coyote",6/2/2018 22:18:21,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","06020896.JPG"
"coyote",6/18/2018 0:51:47,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","06180118.JPG"
"coyote",6/18/2018 0:51:48,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","06180119.JPG"
"coyote",6/18/2018 0:51:49,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","06180120.JPG"
"coyote",6/18/2018 0:51:58,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","06180121.JPG"
"coyote",6/18/2018 0:52:29,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","06180124.JPG"
"coyote",6/18/2018 6:11:51,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","06180136.JPG"
"coyote",6/18/2018 20:54:00,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","06180448.JPG"
"coyote",6/19/2018 3:22:31,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","06190457.JPG"
"coyote",6/19/2018 3:22:57,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","06190460.JPG"
"coyote",6/19/2018 3:24:31,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","06190463.JPG"
"coyote",6/19/2018 3:24:32,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","06190464.JPG"
"coyote",6/19/2018 4:42:39,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","06190470.JPG"
"coyote",6/19/2018 4:42:41,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","06190471.JPG"
"coyote",6/19/2018 4:43:30,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","06190472.JPG"
"coyote",6/19/2018 4:43:31,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","06190473.JPG"
"coyote",6/19/2018 4:45:16,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","06190487.JPG"
"coyote",6/19/2018 4:46:10,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","06190492.JPG"
"coyote",6/19/2018 4:46:32,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","06190493.JPG"
"coyote",6/19/2018 4:46:33,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","06190494.JPG"
"coyote",6/19/2018 5:25:08,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","06190500.JPG"
"coyote",6/19/2018 5:25:09,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","06190501.JPG"
"coyote",6/19/2018 21:37:52,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","06190897.JPG"
"coyote",6/19/2018 22:36:23,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","06190901.JPG"
"coyote",6/20/2018 2:15:19,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","06200904.JPG"
"coyote",6/20/2018 2:15:20,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","06200905.JPG"
"coyote",6/26/2018 22:51:11,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","06260700.JPG"
"coyote",6/27/2018 3:20:53,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","06270709.JPG"
"coyote",6/27/2018 3:20:54,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","06270710.JPG"
"coyote",6/27/2018 3:20:56,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","06270711.JPG"
"coyote",7/1/2018 23:05:10,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","07010910.JPG"
"coyote",7/3/2018 7:55:40,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","07030331.JPG"
"coyote",7/5/2018 23:30:22,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","07050961.JPG"
"coyote",7/5/2018 23:30:23,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","07050962.JPG"
"coyote",7/5/2018 23:30:24,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","07050963.JPG"
"coyote",7/10/2018 22:23:38,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","07100385.JPG"
"coyote",7/11/2018 0:08:08,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","07110391.JPG"
"coyote",7/11/2018 0:08:10,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","07110392.JPG"
"coyote",7/11/2018 0:08:58,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","07110397.JPG"
"coyote",7/11/2018 0:08:59,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","07110398.JPG"
"coyote",7/11/2018 0:09:00,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","07110399.JPG"
"coyote",7/11/2018 0:09:39,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","07110400.JPG"
"coyote",7/14/2018 20:29:21,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","07140925.JPG"
"coyote",6/24/2018 3:32:52,"R-IRC01",431386.46,3736978.45,"11 S",1,"IOS","EK005267.JPG"
"coyote",6/24/2018 3:32:53,"R-IRC01",431386.46,3736978.45,"11 S",1,"IOS","EK005268.JPG"
"coyote",6/24/2018 3:32:53,"R-IRC01",431386.46,3736978.45,"11 S",1,"IOS","EK005269.JPG"
"coyote",6/2/2018 16:42:34,"R-IRC02",432865.92,3736669.16,"11 S",1,"IOS","EK000553.JPG"
"coyote",6/2/2018 16:42:34,"R-IRC02",432865.92,3736669.16,"11 S",1,"IOS","EK000554.JPG"
"coyote",6/4/2018 6:06:29,"R-IRC02",432865.92,3736669.16,"11 S",1,"IOS","EK000745.JPG"
"coyote",6/4/2018 6:06:29,"R-IRC02",432865.92,3736669.16,"11 S",1,"IOS","EK000746.JPG"
"coyote",6/4/2018 6:06:30,"R-IRC02",432865.92,3736669.16,"11 S",1,"IOS","EK000747.JPG"
"coyote",6/4/2018 6:07:48,"R-IRC02",432865.92,3736669.16,"11 S",1,"IOS","EK000750.JPG"
"coyote",6/4/2018 9:06:41,"R-IRC02",432865.92,3736669.16,"11 S",1,"IOS","EK000769.JPG"
"coyote",6/4/2018 9:06:42,"R-IRC02",432865.92,3736669.16,"11 S",1,"IOS","EK000770.JPG"
"coyote",6/4/2018 9:06:42,"R-IRC02",432865.92,3736669.16,"11 S",1,"IOS","EK000771.JPG"
"coyote",6/4/2018 13:08:24,"R-IRC02",432865.92,3736669.16,"11 S",1,"IOS","EK001048.JPG"
"coyote",6/4/2018 13:08:25,"R-IRC02",432865.92,3736669.16,"11 S",1,"IOS","EK001049.JPG"
"coyote",6/4/2018 13:08:25,"R-IRC02",432865.92,3736669.16,"11 S",1,"IOS","EK001050.JPG"
"coyote",9/27/2018 8:59:40,"R-IRC02",432865.92,3736669.16,"11 S",1,"IOS","Coyote01.jpg"
"coyote",9/27/2018 10:14:38,"R-IRC02",432865.92,3736669.16,"11 S",1,"IOS","Coyote02.jpg"
"coyote",9/27/2018 10:35:38,"R-IRC02",432865.92,3736669.16,"11 S",1,"IOS","Coyote03.jpg"
"coyote",6/3/2018 5:39:07,"U-ED07",421119.75,3741772.93,"11 S",1,"OR","EK000274.JPG"
"coyote",6/3/2018 5:39:08,"U-ED07",421119.75,3741772.93,"11 S",1,"OR","EK000275.JPG"
"coyote",6/3/2018 5:39:09,"U-ED07",421119.75,3741772.93,"11 S",1,"OR","EK000276.JPG"
"coyote",6/3/2018 5:42:09,"U-ED07",421119.75,3741772.93,"11 S",1,"OR","EK000277.JPG"
"coyote",6/3/2018 5:42:10,"U-ED07",421119.75,3741772.93,"11 S",1,"OR","EK000278.JPG"
"coyote",6/3/2018 5:42:11,"U-ED07",421119.75,3741772.93,"11 S",1,"OR","EK000279.JPG"
"coyote",6/6/2018 4:03:05,"U-ED07",421119.75,3741772.93,"11 S",1,"OR","EK000484.JPG"
"coyote",6/6/2018 4:03:05,"U-ED07",421119.75,3741772.93,"11 S",1,"OR","EK000485.JPG"
"coyote",6/6/2018 4:03:06,"U-ED07",421119.75,3741772.93,"11 S",1,"OR","EK000486.JPG"
"coyote",6/19/2018 23:21:28,"U-ED07",421119.75,3741772.93,"11 S",1,"OR","EK000478.JPG"
"coyote",6/19/2018 23:21:29,"U-ED07",421119.75,3741772.93,"11 S",1,"OR","EK000479.JPG"
"coyote",6/19/2018 23:21:30,"U-ED07",421119.75,3741772.93,"11 S",1,"OR","EK000480.JPG"
"coyote",6/25/2018 1:20:02,"U-ED07",421119.75,3741772.93,"11 S",1,"OR","EK000985.JPG"
"coyote",6/25/2018 1:20:03,"U-ED07",421119.75,3741772.93,"11 S",1,"OR","EK000986.JPG"
"coyote",6/25/2018 1:20:04,"U-ED07",421119.75,3741772.93,"11 S",1,"OR","EK000987.JPG"
"coyote",7/3/2018 5:13:21,"U-ED07",421119.75,3741772.93,"11 S",1,"OR","Coyote-070318.JPG"
"coyote",7/5/2018 2:45:42,"U-ED07",421119.75,3741772.93,"11 S",1,"OR","Coyote-070518.JPG"
"coyote",7/6/2018 1:14:50,"U-ED07",421119.75,3741772.93,"11 S",1,"OR","Coyote-070618.JPG"
"coyote",7/7/2018 0:56:35,"U-ED07",421119.75,3741772.93,"11 S",1,"OR","Coyote-070718.JPG"
"coyote",7/11/2018 18:56:38,"U-ED07",421119.75,3741772.93,"11 S",1,"OR","Coyote-071118.JPG"
"coyote",7/12/2018 1:10:23,"U-ED07",421119.75,3741772.93,"11 S",1,"OR","Coyote-071218.JPG"
"coyote",7/14/2018 23:49:23,"U-ED07",421119.75,3741772.93,"11 S",1,"OR","Coyote-071418.JPG"
"coyote",7/16/2018 2:22:20,"U-ED07",421119.75,3741772.93,"11 S",1,"OR","Coyote-071618.JPG"
"coyote",7/20/2018 3:52:56,"U-ED07",421119.75,3741772.93,"11 S",1,"OR","Coyote-072018.JPG"
"coyote",6/30/2018 6:07:40,"U-ED07",421119.75,3741772.93,"11 S",1,"OR","EK000626.JPG"
"coyote",6/2/2018 22:19:25,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","06020904.JPG"
"coyote",6/2/2018 22:19:27,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","06020905.JPG"
"coyote",6/2/2018 22:23:02,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","06020907.JPG"
"coyote",6/2/2018 22:23:03,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","06020908.JPG"
"coyote",6/2/2018 22:23:04,"U-ED08",422115.24,3741768.75,"11 S",1,"OR","06020909.JPG"
"coyote",8/6/2018 0:35:16,"U-ED04",411935.56,3741156.32,"11 S",1,"AN","08060658.JPG"
"coyote",7/31/2018 21:57:08,"R-IRC02",432865.92,3736669.16,"11 S",1,"IOS","07310070.JPG"
"coyote",8/2/2018 1:42:24,"R-IRC02",432865.92,3736669.16,"11 S",1,"IOS","08020079.JPG"
"coyote",8/2/2018 6:09:14,"R-IRC02",432865.92,3736669.16,"11 S",1,"IOS","08020082.JPG"
"coyote",8/2/2018 21:16:43,"R-IRC02",432865.92,3736669.16,"11 S",1,"IOS","08020088.JPG"
"coyote",8/2/2018 21:16:43,"R-IRC02",432865.92,3736669.16,"11 S",1,"IOS","08020089.JPG"
